participant_number,response_id,date_and_time,response__uuid,age_range,rounded_age,gender,lan_spoken,scenario,counterbalance,caused_question_order,question_type,full_response,response,notes
80,110766,11/20/2022 4:06 PM,2709ecbf-39bd-4424-8e37-654fabf553b0,2191-2556,2400,male,en,mirror_crack,sophia,second,crack,Bobby.,Bobby,
80,110766,11/20/2022 4:06 PM,2709ecbf-39bd-4424-8e37-654fabf553b0,2191-2556,2400,male,en,mirror_crack,sophia,second,caused,Sophia.,Sophia,
81,110813,11/21/2022 11:43 AM,e2e9e47f-b94b-4918-8530-95a87af10314,2191-2556,2220,male,en,mirror_crack,bobby,first,caused,Sophia.,Sophia,
81,110813,11/21/2022 11:43 AM,e2e9e47f-b94b-4918-8530-95a87af10314,2191-2556,2220,male,en,mirror_crack,bobby,first,crack,Sophia.,Sophia,
81,110813,11/21/2022 11:43 AM,e2e9e47f-b94b-4918-8530-95a87af10314,2191-2556,2220,male,en,fence_break,suzy,first,caused,Andy.,Andy,
81,110813,11/21/2022 11:43 AM,e2e9e47f-b94b-4918-8530-95a87af10314,2191-2556,2220,male,en,fence_break,suzy,first,break,Andy.,Andy,
82,110882,11/21/2022 4:33 PM,0b0bb581-d7ae-450b-aa2f-5d997a7bdd2f,2191-2556,2370,female,en pl,fence_break,andy,second,break,Suzy.,Suzy,
82,110882,11/21/2022 4:33 PM,0b0bb581-d7ae-450b-aa2f-5d997a7bdd2f,2191-2556,2370,female,en pl,fence_break,andy,second,caused,Andy.,Andy,
82,110882,11/21/2022 4:33 PM,0b0bb581-d7ae-450b-aa2f-5d997a7bdd2f,2191-2556,2370,female,en pl,mirror_crack,sophia,second,crack,Bobby.,Bobby,
82,110882,11/21/2022 4:33 PM,0b0bb581-d7ae-450b-aa2f-5d997a7bdd2f,2191-2556,2370,female,en pl,mirror_crack,sophia,second,caused,Sophia.,Sophia,
83,111076,11/25/2022 4:48 PM,ca3289c7-c22b-4b6e-808f-c79db142dc4d,2191-2556,2430,female,,mirror_crack,sophia,second,crack,Bobby.,Bobby,
83,111076,11/25/2022 4:48 PM,ca3289c7-c22b-4b6e-808f-c79db142dc4d,2191-2556,2430,female,,mirror_crack,sophia,second,caused,Sophia.,Sophia,
83,111076,11/25/2022 4:48 PM,ca3289c7-c22b-4b6e-808f-c79db142dc4d,2191-2556,2430,female,,fence_break,andy,first,caused,Andy.,Andy,
83,111076,11/25/2022 4:48 PM,ca3289c7-c22b-4b6e-808f-c79db142dc4d,2191-2556,2430,female,,fence_break,andy,first,break,Suzy.,Suzy,
84,111100,11/26/2022 11:22 AM,92472cf0-4ff2-41bf-bb59-25b4d5bc148a,2191-2556,2550,male,en fr,fence_break,suzy,second,break,Andy.,Andy,
84,111100,11/26/2022 11:22 AM,92472cf0-4ff2-41bf-bb59-25b4d5bc148a,2191-2556,2550,male,en fr,fence_break,suzy,second,caused,Suzy.,Suzy,
84,111100,11/26/2022 11:22 AM,92472cf0-4ff2-41bf-bb59-25b4d5bc148a,2191-2556,2550,male,en fr,mirror_crack,bobby,first,caused,Bobby.,Bobby,
84,111100,11/26/2022 11:22 AM,92472cf0-4ff2-41bf-bb59-25b4d5bc148a,2191-2556,2550,male,en fr,mirror_crack,bobby,first,crack,Sophia.,Sophia,
85,111102,11/26/2022 11:54 AM,5232fa17-8de9-4955-8d1c-485c97c57b3d,2191-2556,2520,female,en ml so,fence_break,andy,second,break,Andy rode his bike into Suzy. So Suzy fell and then broke the fence.,unsure,
85,111102,11/26/2022 11:54 AM,5232fa17-8de9-4955-8d1c-485c97c57b3d,2191-2556,2520,female,en ml so,fence_break,andy,second,caused,Andy.,Andy,
85,111102,11/26/2022 11:54 AM,5232fa17-8de9-4955-8d1c-485c97c57b3d,2191-2556,2520,female,en ml so,mirror_crack,sophia,second,crack,Bobby.,Bobby,
85,111102,11/26/2022 11:54 AM,5232fa17-8de9-4955-8d1c-485c97c57b3d,2191-2556,2520,female,en ml so,mirror_crack,sophia,second,caused,Sophia.,Sophia,
86,111165,11/27/2022 6:05 PM,4fd90a55-1d45-42f9-959d-2a0366badcb4,2191-2556,2280,female,en,mirror_crack,bobby,first,caused,Bobby.,Bobby,
86,111165,11/27/2022 6:05 PM,4fd90a55-1d45-42f9-959d-2a0366badcb4,2191-2556,2280,female,en,mirror_crack,bobby,first,crack,Sophia.,Sophia,
86,111165,11/27/2022 6:05 PM,4fd90a55-1d45-42f9-959d-2a0366badcb4,2191-2556,2280,female,en,fence_break,suzy,second,break,Andy.,Andy,
86,111165,11/27/2022 6:05 PM,4fd90a55-1d45-42f9-959d-2a0366badcb4,2191-2556,2280,female,en,fence_break,suzy,second,caused,Suzy.,Suzy,
87,111258,11/28/2022 4:47 PM,742c79b9-b417-4378-9601-3c5a771a62a0,2191-2556,2280,male,en so,mirror_crack,sophia,second,crack,Bobby.,Bobby,
87,111258,11/28/2022 4:47 PM,742c79b9-b417-4378-9601-3c5a771a62a0,2191-2556,2280,male,en so,mirror_crack,sophia,second,caused,Sophia.,Sophia,
87,111258,11/28/2022 4:47 PM,742c79b9-b417-4378-9601-3c5a771a62a0,2191-2556,2280,male,en so,fence_break,andy,second,break,Sophia.,Suzy,
87,111258,11/28/2022 4:47 PM,742c79b9-b417-4378-9601-3c5a771a62a0,2191-2556,2280,male,en so,fence_break,andy,second,caused,The boy. Bobby.,Andy,
88,111299,11/28/2022 7:26 PM,c62bbf84-85f3-4f80-aee5-095bdbf7efa4,2191-2556,2430,male,en so,mirror_crack,bobby,first,caused,Sophia.,Sophia,
88,111299,11/28/2022 7:26 PM,c62bbf84-85f3-4f80-aee5-095bdbf7efa4,2191-2556,2430,male,en so,mirror_crack,bobby,first,crack,Sophia.,Sophia,
88,111299,11/28/2022 7:26 PM,c62bbf84-85f3-4f80-aee5-095bdbf7efa4,2191-2556,2430,male,en so,fence_break,suzy,second,break,Andy.,Andy,
88,111299,11/28/2022 7:26 PM,c62bbf84-85f3-4f80-aee5-095bdbf7efa4,2191-2556,2430,male, en so,fence_break,suzy,second,caused,Andy.,Andy,
89,111380,11/29/2022 3:45 PM,fe611a5f-6cd3-4389-b758-c7d48fa1d4e5,2191-2556,2370,male,en,fence_break,suzy,first,caused,The girl.,Suzy,
89,111380,11/29/2022 3:45 PM,fe611a5f-6cd3-4389-b758-c7d48fa1d4e5,2191-2556,2370,male,en,fence_break,suzy,first,break,Andy.,Andy,
89,111380,11/29/2022 3:45 PM,fe611a5f-6cd3-4389-b758-c7d48fa1d4e5,2191-2556,2370,male,en,mirror_crack,bobby,second,crack,The girl.,Sophia,
89,111380,11/29/2022 3:45 PM,fe611a5f-6cd3-4389-b758-c7d48fa1d4e5,2191-2556,2370,male,en,mirror_crack,bobby,second,caused,Bobby.,Bobby,
90,111431,11/29/2022 11:28 PM,b04ba130-8ca6-4b9b-91b9-1a7d79b1526c,2191-2556,2520,male,en,fence_break,andy,first,caused,Andy.,Andy,
90,111431,11/29/2022 11:28 PM,b04ba130-8ca6-4b9b-91b9-1a7d79b1526c,2191-2556,2520,male,en,fence_break,andy,first,break,Suzy.,Suzy,
90,111431,11/29/2022 11:28 PM,b04ba130-8ca6-4b9b-91b9-1a7d79b1526c,2191-2556,2520,male,en,mirror_crack,sophia,second,crack,Sophia.,Sophia,
90,111431,11/29/2022 11:28 PM,b04ba130-8ca6-4b9b-91b9-1a7d79b1526c,2191-2556,2520,male,en,mirror_crack,sophia,second,caused,Bobby.,Bobby,
91,108135,11/4/2022 2:38 PM,4226aebf-9a86-44b9-a18f-35dcf42cd46b,2556-3652,2970,male,en km,fence_break,Suzy,first,caused,Andy.,Andy,
91,108135,11/5/2022 2:38 PM,4226aebf-9a86-44b9-a18f-35dcf42cd46b,2556-3652,2970,male,en km,fence_break,Suzy,first,break,Andy.,Andy,
91,108135,11/6/2022 2:38 PM,4226aebf-9a86-44b9-a18f-35dcf42cd46b,2556-3652,2970,male,en km,mirror_crack,bobby,second,crack,Sophia.,Sophia,
91,108135,11/7/2022 2:38 PM,4226aebf-9a86-44b9-a18f-35dcf42cd46b,2556-3652,2970,male,en km,mirror_crack,bobby,second,caused,Bobby.,Bobby,
92,108159,11/1/2022 4:59 PM,bb73d316-d82b-4334-b812-0a32cf772a96,2556-3652,2880,male,en,fence_break,andy,second,break,Andy.,Andy,
92,108159,11/1/2022 4:59 PM,bb73d316-d82b-4334-b812-0a32cf772a96,2556-3652,2880,male,en,fence_break,andy,second,caused,Andy.,Andy,
92,108159,11/1/2022 4:59 PM,bb73d316-d82b-4334-b812-0a32cf772a96,2556-3652,2880,male,en,mirror_crack,sophia,second,crack,Bobby.,Bobby,
92,108159,11/1/2022 4:59 PM,bb73d316-d82b-4334-b812-0a32cf772a96,2556-3652,2880,male,en,mirror_crack,sophia,second,caused,Sophia.,Sophia,
93,108210,11/2/2022 9:18 AM,18314ffd-6568-4b85-b42d-ca74c453350d,2556-3652,2610,female,en,fence_break,andy,first,caused,"Andy caused the fence to break because he was driving his bike really fast around the corner and he is not supposed to, and he bumped into Suzy. ",Andy,
93,108210,11/2/2022 9:18 AM,18314ffd-6568-4b85-b42d-ca74c453350d,2556-3652,2610,female,en,fence_break,andy,first,break,It's Andy. It's Andy but Suzy fell on it but it's Andy's fault.,Andy,
93,108210,11/2/2022 9:18 AM,18314ffd-6568-4b85-b42d-ca74c453350d,2556-3652,2610,female,en,mirror_crack,sophia,second,crack,Sophie cracked the mirror.,Sophia,
93,108210,11/2/2022 9:18 AM,18314ffd-6568-4b85-b42d-ca74c453350d,2556-3652,2610,female,en,mirror_crack,sophia,second,caused,Sophie.,Sophia,
94,108382,11/2/2022 6:05 PM,64051913-0bcd-493c-ad5e-ee69ecf483cf,2556-3652,2790,female,,fence_break,suzy,second,break,Andy.,Andy,
94,108382,11/2/2022 6:05 PM,64051913-0bcd-493c-ad5e-ee69ecf483cf,2556-3652,2790,female,,fence_break,suzy,second,caused,Andy.,Andy,
94,108382,11/2/2022 6:05 PM,64051913-0bcd-493c-ad5e-ee69ecf483cf,2556-3652,2790,female,,mirror_crack,bobby,second,crack,Sophia.,Sophia,
94,108382,11/2/2022 6:05 PM,64051913-0bcd-493c-ad5e-ee69ecf483cf,2556-3652,2790,female,,mirror_crack,bobby,second,caused,Sophia.,Sophia,
95,108401,11/2/2022 8:04 PM,4c443b7a-da61-491a-a042-4ad9c287c0e4,2556-3652,3150,male,en,fence_break,suzy,first,caused,Andy.,Andy,
95,108401,11/2/2022 8:04 PM,4c443b7a-da61-491a-a042-4ad9c287c0e4,2556-3652,3150,male,en,fence_break,suzy,first,break,Andy.,Andy,
95,108401,11/2/2022 8:04 PM,4c443b7a-da61-491a-a042-4ad9c287c0e4,2556-3652,3150,male,en,mirror_crack,bobby,second,crack,Sophia.,Sophia,
95,108401,11/2/2022 8:04 PM,4c443b7a-da61-491a-a042-4ad9c287c0e4,2556-3652,3150,male,en,mirror_crack,bobby,second,caused,Sophia.,Sophia,
96,108409,11/2/2022 10:19 PM,fc481338-8053-46cc-b7bd-eb6346876faf,2556-3652,3090,male,en,mirror_crack,sophia,second,crack,Bobby.,Bobby,
96,108409,11/2/2022 10:19 PM,fc481338-8053-46cc-b7bd-eb6346876faf,2556-3652,3090,male,en,mirror_crack,sophia,second,caused,Sophia.,Sophia,
96,108409,11/2/2022 10:19 PM,fc481338-8053-46cc-b7bd-eb6346876faf,2556-3652,3090,male,en,fence_break,andy,first,caused,Andy.,Andy,
96,108409,11/2/2022 10:19 PM,fc481338-8053-46cc-b7bd-eb6346876faf,2556-3652,3090,male,en,fence_break,andy,first,break,Suzy.,Suzy,
97,108517,11/3/2022 2:01 PM,1c9605b4-5d62-4981-825e-c1056d0642cf,2556-3652,2790,female,en,mirror_crack,bobby,second,crack,Sophia.,Sophia,
97,108517,11/3/2022 2:01 PM,1c9605b4-5d62-4981-825e-c1056d0642cf,2556-3652,2790,female,en,mirror_crack,bobby,second,caused,Bobby.,Bobby,
97,108517,11/3/2022 2:01 PM,1c9605b4-5d62-4981-825e-c1056d0642cf,2556-3652,2790,female,en,fence_break,suzy,first,caused,Suzy.,Suzy,
97,108517,11/3/2022 2:01 PM,1c9605b4-5d62-4981-825e-c1056d0642cf,2556-3652,2790,female,en,fence_break,suzy,first,break,Andy.,Andy,
98,108586,11/3/2022 10:15 PM,be44315f-63e8-43ab-8541-667e7994b433,2556-3652,2820,female,en,fence_break,andy,second,break,Suzy.,Suzy,
98,108586,11/3/2022 10:15 PM,be44315f-63e8-43ab-8541-667e7994b433,2556-3652,2820,female,en,fence_break,andy,second,caused,The boy. Andy.,Andy,
98,108586,11/3/2022 10:15 PM,be44315f-63e8-43ab-8541-667e7994b433,2556-3652,2820,female,en,mirror_crack,sophia,first,caused,Sophia.,Sophia,
98,108586,11/3/2022 10:15 PM,be44315f-63e8-43ab-8541-667e7994b433,2556-3652,2820,female,en,mirror_crack,sophia,first,crack,Bobby.,Bobby,
99,108652,11/4/2022 2:24 PM,55f0fd80-7522-43ec-bcc0-e1897686eb24,2556-3652,3030,female,en,mirror_crack,sophia,second,crack,Bobby.,Bobby,
99,108652,11/4/2022 2:24 PM,55f0fd80-7522-43ec-bcc0-e1897686eb24,2556-3652,3030,female,en,mirror_crack,sophia,second,caused,Sophia.,Sophia,
99,108652,11/4/2022 2:24 PM,55f0fd80-7522-43ec-bcc0-e1897686eb24,2556-3652,3030,female,en,fence_break,andy,second,break,Suzy.,Suzy,
99,108652,11/4/2022 2:24 PM,55f0fd80-7522-43ec-bcc0-e1897686eb24,2556-3652,3030,female,en,fence_break,andy,second,caused,Andy.,Andy,
100,108751,11/5/2022 9:00 AM,21bcacfd-3a6d-491a-b7e7-553f9947b768,2556-3652,2820,male,en,fence_break,andy,second,break,Suzy.,Suzy,
100,108751,11/5/2022 9:00 AM,21bcacfd-3a6d-491a-b7e7-553f9947b768,2556-3652,2820,male,en,fence_break,andy,second,caused,Andy.,Andy,
100,108751,11/5/2022 9:00 AM,21bcacfd-3a6d-491a-b7e7-553f9947b768,2556-3652,2820,male,en,mirror_crack,sophia,second,crack,Bobby.,Bobby,
100,108751,11/5/2022 9:00 AM,21bcacfd-3a6d-491a-b7e7-553f9947b768,2556-3652,2820,male,en,mirror_crack,sophia,second,caused,Sophia.,Sophia,
101,108765,11/5/2022 11:30 AM,21a43326-478a-48cd-8238-970b9ac072c9,2556-3652,2820,female,en,mirror_crack,bobby,second,crack,Sophia.,Sophia,
101,108765,11/5/2022 11:30 AM,21a43326-478a-48cd-8238-970b9ac072c9,2556-3652,2820,female,en,mirror_crack,bobby,second,caused,Sophia.,Sophia,
101,108765,11/5/2022 11:30 AM,21a43326-478a-48cd-8238-970b9ac072c9,2556-3652,2820,female,en,fence_break,suzy,second,break,Suzy.,Suzy,
101,108765,11/5/2022 11:30 AM,21a43326-478a-48cd-8238-970b9ac072c9,2556-3652,2820,female,en,fence_break,suzy,second,caused,Suzy.,Suzy,
102,108771,11/5/2022 11:55 AM,344c9a68-eedd-4e81-bc3d-82054f63e749,2556-3652,3090,female,en,fence_break,andy,second,break,Suzy.,Suzy,
102,108771,11/5/2022 11:55 AM,344c9a68-eedd-4e81-bc3d-82054f63e749,2556-3652,3090,female,en,fence_break,andy,second,caused,Andy.,Andy,
102,108771,11/5/2022 11:55 AM,344c9a68-eedd-4e81-bc3d-82054f63e749,2556-3652,3090,female,en,mirror_crack,sophia,first,caused,Bobby.,Bobby,
102,108771,11/5/2022 11:55 AM,344c9a68-eedd-4e81-bc3d-82054f63e749,2556-3652,3090,female,en,mirror_crack,sophia,first,crack,Bobby.,Bobby,
103,108777,11/5/2022 12:16 PM,eec88d7e-b6e8-4c69-87be-a63bf4fca050,2556-3652,3240,male,en nl ,mirror_crack,sophia,second,crack,Bobby.,Bobby,
103,108777,11/5/2022 12:16 PM,eec88d7e-b6e8-4c69-87be-a63bf4fca050,2556-3652,3240,male,en nl ,mirror_crack,sophia,second,caused,Sophia.,Sophia,
103,108777,11/5/2022 12:16 PM,eec88d7e-b6e8-4c69-87be-a63bf4fca050,2556-3652,3240,male,en nl ,fence_break,andy,second,break,Suzy.,Suzy,
103,108777,11/5/2022 12:16 PM,eec88d7e-b6e8-4c69-87be-a63bf4fca050,2556-3652,3240,male,en nl ,fence_break,andy,second,caused,Andy.,Andy,
104,108819,11/5/2022 5:41 PM,8681179c-0689-48d8-922e-751c00f4e936,2556-3652,3120,female,en,fence_break,andy,second,break,Suzy broke the fence.,Suzy,
104,108819,11/5/2022 5:41 PM,8681179c-0689-48d8-922e-751c00f4e936,2556-3652,3120,female,en,fence_break,andy,second,caused,Andy caused the fence to break.,Andy,
104,108819,11/5/2022 5:41 PM,8681179c-0689-48d8-922e-751c00f4e936,2556-3652,3120,female,en,mirror_crack,sophia,first,caused,Sophia caused the mirror to crack.,Sophia,
104,108819,11/5/2022 5:41 PM,8681179c-0689-48d8-922e-751c00f4e936,2556-3652,3120,female,en,mirror_crack,sophia,first,crack,Bobby cracked the mirror.,Bobby,
105,108848,11/6/2022 7:26 AM,edc35b9c-349f-4acf-a880-027265fae311,2556-3652,2760,male,en,mirror_crack,sophia,first,caused,Bobby.,Bobby,
105,108848,11/6/2022 7:26 AM,edc35b9c-349f-4acf-a880-027265fae311,2556-3652,2760,male,en,mirror_crack,sophia,first,crack,Bobby.,Bobby,
105,108848,11/6/2022 7:26 AM,edc35b9c-349f-4acf-a880-027265fae311,2556-3652,2760,male,en,fence_break,andy,first,caused,Suzy.,Suzy,
105,108848,11/6/2022 7:26 AM,edc35b9c-349f-4acf-a880-027265fae311,2556-3652,2760,male,en,fence_break,andy,first,break,Suzy.,Suzy,
106,108856,11/6/2022 7:56 AM,823e0c26-263f-423a-b594-7c1300c27640,2556-3652,2670,male,en fr,fence_break,suzy,second,break,Andy.,Andy,
106,108856,11/6/2022 7:56 AM,823e0c26-263f-423a-b594-7c1300c27640,2556-3652,2670,male,en fr,fence_break,suzy,second,caused,Suzy.,Suzy,
106,108856,11/6/2022 7:56 AM,823e0c26-263f-423a-b594-7c1300c27640,2556-3652,2670,male,en fr,mirror_crack,bobby,second,crack,Sophia.,Sophia,
106,108856,11/6/2022 7:56 AM,823e0c26-263f-423a-b594-7c1300c27640,2556-3652,2670,male,en fr,mirror_crack,bobby,second,caused,Bobby.,Bobby,
107,108866,11/6/2022 8:27 AM,6c255433-8b3a-49b8-8bc8-1812e8a38d0d,2556-3652,3630,female,en,fence_break,andy,second,break,Both of them broke the fence because Andy pushed her with his bike into the fence.,Andy and Suzy,
107,108866,11/6/2022 8:27 AM,6c255433-8b3a-49b8-8bc8-1812e8a38d0d,2556-3652,3630,female,en,fence_break,andy,second,caused,Suzy caused the fence to break because she fell into it.,Suzy,
107,108866,11/6/2022 8:27 AM,6c255433-8b3a-49b8-8bc8-1812e8a38d0d,2556-3652,3630,female,en,mirror_crack,sophia,second,crack,Bobby cracked the mirror.,Bobby,
107,108866,11/6/2022 8:27 AM,6c255433-8b3a-49b8-8bc8-1812e8a38d0d,2556-3652,3630,female,en,mirror_crack,sophia,second,caused,Sophia and Bobby caused the mirror to crack because Sophia jumped out and scared Bobby.,Sophia and Bobby,
108,108867,11/6/2022 8:33 AM,30bb71c9-5c7d-4ef5-bc05-08834d4444b4,2556-3652,3210,female,en,mirror_crack,bobby,second,crack,Bobby scared Sophia so Sophia cracked the mirror.,unsure,
108,108867,11/6/2022 8:33 AM,30bb71c9-5c7d-4ef5-bc05-08834d4444b4,2556-3652,3210,female,en,mirror_crack,bobby,second,caused,Sophia.,Sophia,
108,108867,11/6/2022 8:33 AM,30bb71c9-5c7d-4ef5-bc05-08834d4444b4,2556-3652,3210,female,en,fence_break,suzy,first,caused,Suzy ran into Andy and Andy fell on the fence so that means Suzy made the fence break.,Suzy,
108,108867,11/6/2022 8:33 AM,30bb71c9-5c7d-4ef5-bc05-08834d4444b4,2556-3652,3210,female,en,fence_break,suzy,first,break,Andy.,Andy,
109,108900,11/6/2022 11:17 AM,393f9c41-d84d-4394-8832-ce72ed22f11c,2556-3652,3210,female,en so,mirror_crack,sophia,first,caused,Sophia.,Sophia,
109,108900,11/6/2022 11:17 AM,393f9c41-d84d-4394-8832-ce72ed22f11c,2556-3652,3210,female,en so,mirror_crack,sophia,first,crack,Bobby.,Bobby,
109,108900,11/6/2022 11:17 AM,393f9c41-d84d-4394-8832-ce72ed22f11c,2556-3652,3210,female,en so,fence_break,andy,first,caused,Andy.,Andy,
109,108900,11/6/2022 11:17 AM,393f9c41-d84d-4394-8832-ce72ed22f11c,2556-3652,3210,female,en so,fence_break,andy,first,break,Suzy.,Suzy,
110,108905,11/6/2022 11:42 AM,dbab017c-413d-4afe-a71c-7ba71e066732,2556-3652,3450,female,en,fence_break,suzy,second,break,Andy broke the fence.,Andy,
110,108905,11/6/2022 11:42 AM,dbab017c-413d-4afe-a71c-7ba71e066732,2556-3652,3450,female,en,fence_break,suzy,second,caused,Suzy caused the fence to break by bumping into Andy.,Suzy,
110,108905,11/6/2022 11:42 AM,dbab017c-413d-4afe-a71c-7ba71e066732,2556-3652,3450,female,en,mirror_crack,bobby,first,caused,Bobby caused the mirror to crack.,Bobby,
110,108905,11/6/2022 11:42 AM,dbab017c-413d-4afe-a71c-7ba71e066732,2556-3652,3450,female,en,mirror_crack,bobby,first,crack,Sophia cracked the mirror.,Sophia,
111,108906,11/6/2022 11:42 AM,649949d7-e279-4d73-bd3e-468f0cfaff7c,2556-3652,2700,female,en,mirror_crack,bobby,first,caused,Bobby.,Bobby,
111,108906,11/6/2022 11:42 AM,649949d7-e279-4d73-bd3e-468f0cfaff7c,2556-3652,2700,female,en,mirror_crack,bobby,first,crack,Sophia.,Sophia,
111,108906,11/6/2022 11:42 AM,649949d7-e279-4d73-bd3e-468f0cfaff7c,2556-3652,2700,female,en,fence_break,suzy,second,break,Suzy.,Suzy,
111,108906,11/6/2022 11:42 AM,649949d7-e279-4d73-bd3e-468f0cfaff7c,2556-3652,2700,female,en,fence_break,suzy,second,caused,Suzy.,Suzy,
112,108907,11/6/2022 11:52 AM,ba64e453-90f6-4c6a-bf88-8755fd9790a4,2556-3652,2670,female,en,mirror_crack,bobby,second,crack,Sophia.,Sophia,
112,108907,11/6/2022 11:52 AM,ba64e453-90f6-4c6a-bf88-8755fd9790a4,2556-3652,2670,female,en,mirror_crack,bobby,second,caused,Sophia.,Sophia,
112,108907,11/6/2022 11:52 AM,ba64e453-90f6-4c6a-bf88-8755fd9790a4,2556-3652,2670,female,en,fence_break,suzy,first,caused,Andy.,Andy,
112,108907,11/6/2022 11:52 AM,ba64e453-90f6-4c6a-bf88-8755fd9790a4,2556-3652,2670,female,en,fence_break,suzy,first,break,Andy.,Andy,
113,109710,11/11/2022 5:03 PM,11fbdfcc-2233-46af-9e98-df75bf66d704,2556-3652,3420,male,en,mirror_crack,sophia,first,caused,Bobby.,Bobby,
113,109710,11/11/2022 5:03 PM,11fbdfcc-2233-46af-9e98-df75bf66d704,2556-3652,3420,male,en,mirror_crack,sophia,first,crack,Bobby.,Bobby,
113,109710,11/11/2022 5:03 PM,11fbdfcc-2233-46af-9e98-df75bf66d704,2556-3652,3420,male,en,fence_break,andy,first,caused,Suzy.,Suzy,
113,109710,11/11/2022 5:03 PM,11fbdfcc-2233-46af-9e98-df75bf66d704,2556-3652,3420,male,en,fence_break,andy,first,break,Suzy.,Suzy,
114,109726,11/11/2022 5:57 PM,324176f7-86ed-4998-a427-78905fc7e552,2556-3652,3600,male,en,fence_break,suzy,second,break,Suzy.,Suzy,
114,109726,11/11/2022 5:57 PM,324176f7-86ed-4998-a427-78905fc7e552,2556-3652,3600,male,en,fence_break,suzy,second,caused,"I think maybe Suzy because she is the one who ran into Andy, Andy, who fell into the fence.",Suzy,
114,109726,11/11/2022 5:57 PM,324176f7-86ed-4998-a427-78905fc7e552,2556-3652,3600,male,en,mirror_crack,bobby,second,crack,"I think Bobby because Bobby is the one who scared, um, Sophia, who then by accident crashed the mirror.",Bobby,
114,109726,11/11/2022 5:57 PM,324176f7-86ed-4998-a427-78905fc7e552,2556-3652,3600,male,en,mirror_crack,bobby,second,caused,Bobby again.,Bobby,
115,109731,11/11/2022 6:23 PM,d0e00dea-a775-470a-9293-a8176e9703c5,2556-3652,2820,male,en so,fence_break,suzy,second,break,Suzy.,Suzy,
115,109731,11/11/2022 6:23 PM,d0e00dea-a775-470a-9293-a8176e9703c5,2556-3652,2820,male,en so,fence_break,suzy,second,caused,Suzy.,Suzy,
115,109731,11/11/2022 6:23 PM,d0e00dea-a775-470a-9293-a8176e9703c5,2556-3652,2820,male,en so,mirror_crack,bobby,first,caused,Bobby.,Bobby,
115,109731,11/11/2022 6:23 PM,d0e00dea-a775-470a-9293-a8176e9703c5,2556-3652,2820,male,en so,mirror_crack,bobby,first,crack,sophia.,Sophia,
116,109743,11/11/2022 7:48 PM,90bfaf29-1759-4e27-96b6-14bdca748893,2556-3652,2700,female,en so,fence_break,suzy,second,break,I think it was Andy.,Andy,
116,109743,11/11/2022 7:48 PM,90bfaf29-1759-4e27-96b6-14bdca748893,2556-3652,2700,female,en so,fence_break,suzy,second,caused,I think it was Suzy.,Suzy,
116,109743,11/11/2022 7:48 PM,90bfaf29-1759-4e27-96b6-14bdca748893,2556-3652,2700,female, en so,mirror_crack,bobby,second,crack,I think it was Sophia because she fell into it.,Sophia,
116,109743,11/11/2022 7:48 PM,90bfaf29-1759-4e27-96b6-14bdca748893,2556-3652,2700,female,en so,mirror_crack,bobby,second,caused,I think it was Bobby.,Bobby,
117,109746,11/11/2022 8:03 PM,60e21209-f866-4721-9db6-c3ee23e8fd94,2556-3652,3300,female,en so,mirror_crack,bobby,second,crack,Sophia.,Sophia,
117,109746,11/11/2022 8:03 PM,60e21209-f866-4721-9db6-c3ee23e8fd94,2556-3652,3300,female,en so,mirror_crack,bobby,second,caused,Both Bobby and Sophia.,Bobby and Sophia,
117,109746,11/11/2022 8:03 PM,60e21209-f866-4721-9db6-c3ee23e8fd94,2556-3652,3300,female,en so,fence_break,suzy,first,caused,Andy.,Andy,
117,109746,11/11/2022 8:03 PM,60e21209-f866-4721-9db6-c3ee23e8fd94,2556-3652,3300,female, en so,fence_break,suzy,first,break,Andy.,Andy,
118,109801,11/12/2022 1:01 PM,2e92f8d0-5805-4405-b70a-29bf5d010e4d,2556-3652,3150,female,en so,mirror_crack,bobby,second,crack,Bobby.,Bobby,
118,109801,11/12/2022 1:01 PM,2e92f8d0-5805-4405-b70a-29bf5d010e4d,2556-3652,3150,female,en so,mirror_crack,bobby,second,caused,Bobby.,Bobby,
118,109801,11/12/2022 1:01 PM,2e92f8d0-5805-4405-b70a-29bf5d010e4d,2556-3652,3150,female,en so,fence_break,suzy,second,break,Suzy.,Suzy,
118,109801,11/12/2022 1:01 PM,2e92f8d0-5805-4405-b70a-29bf5d010e4d,2556-3652,3150,female, enso,fence_break,suzy,second,caused,Suzy.,Suzy,
119,109804,11/12/2022 1:12 PM,295b41d2-388a-4c0f-bce5-dfdb81f7666a,2556-3652,2580,female,en fr pes ml so,mirror_crack,sophia,second,crack,Bobby.,Bobby,
119,109804,11/12/2022 1:12 PM,295b41d2-388a-4c0f-bce5-dfdb81f7666a,2556-3652,2580,female,en fr pes ml so,mirror_crack,sophia,second,caused,Sophia.,Sophia,
119,109804,11/12/2022 1:12 PM,295b41d2-388a-4c0f-bce5-dfdb81f7666a,2556-3652,2580,female,en fr pes ml so,fence_break,andy,first,caused,Andy.,Andy,
119,109804,11/12/2022 1:12 PM,295b41d2-388a-4c0f-bce5-dfdb81f7666a,2556-3652,2580,female,en fr pes ml so,fence_break,andy,first,break,Suzy.,Suzy,
